provincia_iso;provincia;fecha;num_casos;num_casos_prueba_pcr;num_casos_prueba_test_ac;num_casos_prueba_otras;num_casos_prueba_desconocida
HU;Huesca;23--08--2020;29;29;0;0;0
J;Jaen;23--08--2020;35;35;0;0;0
L;Lleida;23--08--2020;57;57;0;0;0
LE;Leon;23--08--2020;19;19;0;0;0
LO;La Rioja;23--08--2020;94;94;0;0;0
LU;Lugo;23--08--2020;59;59;0;0;0
M;Madrid;23--08--2020;1088;1087;0;1;0
MA;Malaga;23--08--2020;254;254;0;0;0
ME;Melilla;23--08--2020;16;16;0;0;0
MU;Murcia;23--08--2020;240;240;0;0;0
NA;Navarra;23--08--2020;122;122;0;0;0
O;Asturias;23--08--2020;43;43;0;0;0
OR;Ourense;23--08--2020;31;31;0;0;0
P;Palencia;23--08--2020;28;28;0;0;0
PM;Islas Baleares;23--08--2020;198;198;0;0;0
PO;Pontevedra;23--08--2020;39;39;0;0;0
S;Cantabria;23--08--2020;64;64;0;0;0
SA;Salamanca;23--08--2020;34;34;0;0;0
SE;Sevilla;23--08--2020;91;91;0;0;0
SG;Segovia;23--08--2020;15;15;0;0;0
SO;Soria;23--08--2020;9;8;0;1;0
SS;Guipuzcoa;23--08--2020;228;224;0;4;0
T;Tarragona;23--08--2020;77;77;0;0;0
TE;Teruel;23--08--2020;6;6;0;0;0
TF;Santa Cruz de Tenerife;23--08--2020;37;37;0;0;0
TO;Toledo;23--08--2020;117;117;0;0;0
V;Valencia;23--08--2020;265;265;0;0;0
VA;Valladolid;23--08--2020;80;80;0;0;0
VI;Alava;23--08--2020;114;112;0;2;0
Z;Zaragoza;23--08--2020;159;159;0;0;0
ZA;Zamora;23--08--2020;17;17;0;0;0
A;Alicante;24--08--2020;203;203;0;0;0
AB;Albacete;24--08--2020;62;62;0;0;0
AL;Almeria;24--08--2020;127;127;0;0;0
AV;Avila;24--08--2020;22;22;0;0;0
B;Barcelona;24--08--2020;982;979;0;3;0
BA;Badajoz;24--08--2020;57;57;0;0;0
BI;Bizkaia;24--08--2020;420;411;0;9;0
BU;Burgos;24--08--2020;63;62;0;1;0
C;A Coruña;24--08--2020;136;136;0;0;0
CA;Cadiz;24--08--2020;101;101;0;0;0
CC;Caceres;24--08--2020;18;18;0;0;0
CE;Ceuta;24--08--2020;10;9;0;1;0
CO;Cordoba;24--08--2020;76;76;0;0;0
CR;Ciudad Real;24--08--2020;96;96;0;0;0
CS;Castellon;24--08--2020;75;75;0;0;0
CU;Cuenca;24--08--2020;17;17;0;0;0
GC;Las Palmas;24--08--2020;228;228;0;0;0
GI;Girona;24--08--2020;88;87;0;1;0
GR;Granada;24--08--2020;57;57;0;0;0
GU;Guadalajara;24--08--2020;52;52;0;0;0
H;Huelva;24--08--2020;7;7;0;0;0
HU;Huesca;24--08--2020;54;54;0;0;0
J;Jaen;24--08--2020;44;44;0;0;0
L;Lleida;24--08--2020;127;127;0;0;0
LE;Leon;24--08--2020;32;32;0;0;0
LO;La Rioja;24--08--2020;71;71;0;0;0
LU;Lugo;24--08--2020;59;59;0;0;0
M;Madrid;24--08--2020;1801;1799;0;2;0
MA;Malaga;24--08--2020;280;280;0;0;0
ME;Melilla;24--08--2020;17;17;0;0;0
MU;Murcia;24--08--2020;261;261;0;0;0
NA;Navarra;24--08--2020;134;134;0;0;0
O;Asturias;24--08--2020;51;51;0;0;0
OR;Ourense;24--08--2020;29;29;0;0;0
P;Palencia;24--08--2020;22;22;0;0;0
PM;Islas Baleares;24--08--2020;267;267;0;0;0
PO;Pontevedra;24--08--2020;40;40;0;0;0
S;Cantabria;24--08--2020;75;75;0;0;0
SA;Salamanca;24--08--2020;90;90;0;0;0
SE;Sevilla;24--08--2020;148;148;0;0;0
SG;Segovia;24--08--2020;11;11;0;0;0
SO;Soria;24--08--2020;14;13;0;1;0
SS;Guipuzcoa;24--08--2020;240;238;0;2;0
T;Tarragona;24--08--2020;100;99;0;1;0
TE;Teruel;24--08--2020;18;18;0;0;0
TF;Santa Cruz de Tenerife;24--08--2020;54;54;0;0;0
TO;Toledo;24--08--2020;168;168;0;0;0
V;Valencia;24--08--2020;414;414;0;0;0
VA;Valladolid;24--08--2020;164;162;0;2;0
VI;Alava;24--08--2020;91;88;0;3;0
Z;Zaragoza;24--08--2020;187;187;0;0;0
ZA;Zamora;24--08--2020;27;27;0;0;0
A;Alicante;25--08--2020;196;196;0;0;0
AB;Albacete;25--08--2020;49;49;0;0;0
AL;Almeria;25--08--2020;102;102;0;0;0
AV;Avila;25--08--2020;20;20;0;0;0
B;Barcelona;25--08--2020;914;909;0;5;0
BA;Badajoz;25--08--2020;61;61;0;0;0
BI;Bizkaia;25--08--2020;500;496;0;4;0
BU;Burgos;25--08--2020;40;40;0;0;0
C;A Coruña;25--08--2020;147;147;0;0;0
CA;Cadiz;25--08--2020;121;121;0;0;0
CC;Caceres;25--08--2020;43;43;0;0;0
CE;Ceuta;25--08--2020;11;11;0;0;0
CO;Cordoba;25--08--2020;83;83;0;0;0
CR;Ciudad Real;25--08--2020;96;96;0;0;0
CS;Castellon;25--08--2020;68;68;0;0;0
CU;Cuenca;25--08--2020;21;21;0;0;0
GC;Las Palmas;25--08--2020;235;235;0;0;0
GI;Girona;25--08--2020;69;69;0;0;0
GR;Granada;25--08--2020;94;94;0;0;0
GU;Guadalajara;25--08--2020;64;63;0;1;0
H;Huelva;25--08--2020;14;14;0;0;0
HU;Huesca;25--08--2020;42;42;0;0;0
J;Jaen;25--08--2020;55;55;0;0;0
L;Lleida;25--08--2020;67;66;0;1;0
LE;Leon;25--08--2020;83;83;0;0;0
LO;La Rioja;25--08--2020;89;89;0;0;0
LU;Lugo;25--08--2020;85;85;0;0;0
M;Madrid;25--08--2020;3721;3719;0;2;0
MA;Malaga;25--08--2020;267;267;0;0;0
ME;Melilla;25--08--2020;15;15;0;0;0
MU;Murcia;25--08--2020;300;300;0;0;0
NA;Navarra;25--08--2020;152;152;0;0;0
O;Asturias;25--08--2020;39;39;0;0;0
OR;Ourense;25--08--2020;36;36;0;0;0
P;Palencia;25--08--2020;18;18;0;0;0
PM;Islas Baleares;25--08--2020;274;274;0;0;0
PO;Pontevedra;25--08--2020;49;49;0;0;0
S;Cantabria;25--08--2020;85;85;0;0;0
SA;Salamanca;25--08--2020;102;102;0;0;0
SE;Sevilla;25--08--2020;142;142;0;0;0
SG;Segovia;25--08--2020;24;24;0;0;0
SO;Soria;25--08--2020;2;2;0;0;0
SS;Guipuzcoa;25--08--2020;210;207;0;3;0
T;Tarragona;25--08--2020;112;112;0;0;0
TE;Teruel;25--08--2020;14;14;0;0;0
TF;Santa Cruz de Tenerife;25--08--2020;45;45;0;0;0
TO;Toledo;25--08--2020;163;163;0;0;0
V;Valencia;25--08--2020;329;329;0;0;0
VA;Valladolid;25--08--2020;169;169;0;0;0
VI;Alava;25--08--2020;119;117;0;2;0
Z;Zaragoza;25--08--2020;232;232;0;0;0
ZA;Zamora;25--08--2020;19;19;0;0;0
A;Alicante;26--08--2020;187;187;0;0;0
AB;Albacete;26--08--2020;53;53;0;0;0
AL;Almeria;26--08--2020;135;135;0;0;0
AV;Avila;26--08--2020;32;32;0;0;0
B;Barcelona;26--08--2020;978;975;0;3;0
BA;Badajoz;26--08--2020;56;56;0;0;0
BI;Bizkaia;26--08--2020;380;367;0;13;0
BU;Burgos;26--08--2020;45;45;0;0;0
C;A Coruña;26--08--2020;130;130;0;0;0
CA;Cadiz;26--08--2020;112;112;0;0;0
CC;Caceres;26--08--2020;32;32;0;0;0
CE;Ceuta;26--08--2020;8;8;0;0;0
CO;Cordoba;26--08--2020;104;104;0;0;0
CR;Ciudad Real;26--08--2020;122;122;0;0;0
CS;Castellon;26--08--2020;73;73;0;0;0
CU;Cuenca;26--08--2020;19;19;0;0;0
GC;Las Palmas;26--08--2020;238;238;0;0;0
GI;Girona;26--08--2020;92;88;0;4;0
GR;Granada;26--08--2020;118;118;0;0;0
GU;Guadalajara;26--08--2020;66;66;0;0;0
H;Huelva;26--08--2020;6;6;0;0;0
HU;Huesca;26--08--2020;37;37;0;0;0
J;Jaen;26--08--2020;56;56;0;0;0
L;Lleida;26--08--2020;104;104;0;0;0
LE;Leon;26--08--2020;58;58;0;0;0
LO;La Rioja;26--08--2020;128;128;0;0;0
LU;Lugo;26--08--2020;76;76;0;0;0
M;Madrid;26--08--2020;3116;3111;0;5;0
MA;Malaga;26--08--2020;309;309;0;0;0
ME;Melilla;26--08--2020;10;10;0;0;0
MU;Murcia;26--08--2020;319;319;0;0;0
NA;Navarra;26--08--2020;281;281;0;0;0
O;Asturias;26--08--2020;36;36;0;0;0
OR;Ourense;26--08--2020;24;24;0;0;0
P;Palencia;26--08--2020;13;13;0;0;0
PM;Islas Baleares;26--08--2020;289;289;0;0;0
PO;Pontevedra;26--08--2020;39;39;0;0;0
S;Cantabria;26--08--2020;85;85;0;0;0
SA;Salamanca;26--08--2020;64;64;0;0;0
SE;Sevilla;26--08--2020;146;146;0;0;0
SG;Segovia;26--08--2020;23;22;0;1;0
SO;Soria;26--08--2020;12;12;0;0;0
SS;Guipuzcoa;26--08--2020;192;191;0;1;0
T;Tarragona;26--08--2020;90;90;0;0;0
TE;Teruel;26--08--2020;10;10;0;0;0
TF;Santa Cruz de Tenerife;26--08--2020;53;53;0;0;0
TO;Toledo;26--08--2020;185;185;0;0;0
V;Valencia;26--08--2020;420;420;0;0;0
VA;Valladolid;26--08--2020;122;122;0;0;0
VI;Alava;26--08--2020;129;128;0;1;0
Z;Zaragoza;26--08--2020;210;210;0;0;0
ZA;Zamora;26--08--2020;31;31;0;0;0
A;Alicante;27--08--2020;154;154;0;0;0
AB;Albacete;27--08--2020;63;63;0;0;0
AL;Almeria;27--08--2020;199;199;0;0;0
AV;Avila;27--08--2020;15;14;0;1;0
B;Barcelona;27--08--2020;954;951;0;3;0
BA;Badajoz;27--08--2020;56;56;0;0;0
BI;Bizkaia;27--08--2020;272;268;0;4;0
BU;Burgos;27--08--2020;51;51;0;0;0
C;A Coruña;27--08--2020;139;139;0;0;0
CA;Cadiz;27--08--2020;157;157;0;0;0
CC;Caceres;27--08--2020;15;15;0;0;0
CE;Ceuta;27--08--2020;6;6;0;0;0
CO;Cordoba;27--08--2020;81;81;0;0;0
CR;Ciudad Real;27--08--2020;129;129;0;0;0
CS;Castellon;27--08--2020;64;64;0;0;0
CU;Cuenca;27--08--2020;19;19;0;0;0
GC;Las Palmas;27--08--2020;251;251;0;0;0
GI;Girona;27--08--2020;81;81;0;0;0
GR;Granada;27--08--2020;101;101;0;0;0
GU;Guadalajara;27--08--2020;81;81;0;0;0
H;Huelva;27--08--2020;23;23;0;0;0
HU;Huesca;27--08--2020;34;34;0;0;0
J;Jaen;27--08--2020;56;56;0;0;0
L;Lleida;27--08--2020;62;59;0;3;0
LE;Leon;27--08--2020;61;60;0;1;0
LO;La Rioja;27--08--2020;78;78;0;0;0
LU;Lugo;27--08--2020;59;59;0;0;0
M;Madrid;27--08--2020;3167;3164;0;3;0
MA;Malaga;27--08--2020;245;245;0;0;0
ME;Melilla;27--08--2020;6;6;0;0;0
MU;Murcia;27--08--2020;400;400;0;0;0
NA;Navarra;27--08--2020;150;150;0;0;0
O;Asturias;27--08--2020;37;37;0;0;0
OR;Ourense;27--08--2020;26;26;0;0;0
P;Palencia;27--08--2020;30;30;0;0;0
PM;Islas Baleares;27--08--2020;236;236;0;0;0
PO;Pontevedra;27--08--2020;49;49;0;0;0
S;Cantabria;27--08--2020;71;71;0;0;0
SA;Salamanca;27--08--2020;95;95;0;0;0
SE;Sevilla;27--08--2020;150;150;0;0;0
SG;Segovia;27--08--2020;14;14;0;0;0
SO;Soria;27--08--2020;6;6;0;0;0
SS;Guipuzcoa;27--08--2020;158;157;0;1;0
T;Tarragona;27--08--2020;136;136;0;0;0
TE;Teruel;27--08--2020;15;15;0;0;0
TF;Santa Cruz de Tenerife;27--08--2020;48;48;0;0;0
TO;Toledo;27--08--2020;200;200;0;0;0
V;Valencia;27--08--2020;345;345;0;0;0
VA;Valladolid;27--08--2020;241;241;0;0;0
VI;Alava;27--08--2020;57;56;0;1;0
Z;Zaragoza;27--08--2020;170;170;0;0;0
ZA;Zamora;27--08--2020;21;21;0;0;0
A;Alicante;28--08--2020;182;182;0;0;0
AB;Albacete;28--08--2020;68;68;0;0;0
AL;Almeria;28--08--2020;87;87;0;0;0
AV;Avila;28--08--2020;42;42;0;0;0
B;Barcelona;28--08--2020;935;930;0;5;0
BA;Badajoz;28--08--2020;103;103;0;0;0
BI;Bizkaia;28--08--2020;219;211;0;8;0
BU;Burgos;28--08--2020;50;50;0;0;0
C;A Coruña;28--08--2020;127;127;0;0;0
CA;Cadiz;28--08--2020;134;134;0;0;0
CC;Caceres;28--08--2020;20;20;0;0;0
CE;Ceuta;28--08--2020;4;4;0;0;0
CO;Cordoba;28--08--2020;121;121;0;0;0
CR;Ciudad Real;28--08--2020;101;101;0;0;0
CS;Castellon;28--08--2020;62;62;0;0;0
CU;Cuenca;28--08--2020;10;10;0;0;0
GC;Las Palmas;28--08--2020;231;231;0;0;0
GI;Girona;28--08--2020;109;109;0;0;0
GR;Granada;28--08--2020;97;97;0;0;0
GU;Guadalajara;28--08--2020;66;66;0;0;0
H;Huelva;28--08--2020;11;11;0;0;0
HU;Huesca;28--08--2020;41;41;0;0;0
J;Jaen;28--08--2020;70;70;0;0;0
L;Lleida;28--08--2020;69;68;0;1;0
LE;Leon;28--08--2020;45;45;0;0;0
LO;La Rioja;28--08--2020;86;85;0;0;1
LU;Lugo;28--08--2020;40;40;0;0;0
M;Madrid;28--08--2020;4402;4400;0;2;0
MA;Malaga;28--08--2020;361;361;0;0;0
ME;Melilla;28--08--2020;17;17;0;0;0
MU;Murcia;28--08--2020;341;341;0;0;0
NA;Navarra;28--08--2020;157;157;0;0;0
O;Asturias;28--08--2020;45;45;0;0;0
OR;Ourense;28--08--2020;27;27;0;0;0
P;Palencia;28--08--2020;27;27;0;0;0
PM;Islas Baleares;28--08--2020;261;261;0;0;0
PO;Pontevedra;28--08--2020;35;35;0;0;0
S;Cantabria;28--08--2020;144;144;0;0;0
SA;Salamanca;28--08--2020;105;104;0;1;0
SE;Sevilla;28--08--2020;144;144;0;0;0
SG;Segovia;28--08--2020;32;32;0;0;0
SO;Soria;28--08--2020;19;19;0;0;0
SS;Guipuzcoa;28--08--2020;188;184;0;4;0
T;Tarragona;28--08--2020;108;108;0;0;0
TE;Teruel;28--08--2020;10;10;0;0;0
TF;Santa Cruz de Tenerife;28--08--2020;47;47;0;0;0
TO;Toledo;28--08--2020;242;242;0;0;0
V;Valencia;28--08--2020;429;429;0;0;0
VA;Valladolid;28--08--2020;142;142;0;0;0
VI;Alava;28--08--2020;85;84;0;1;0
Z;Zaragoza;28--08--2020;231;231;0;0;0
ZA;Zamora;28--08--2020;24;24;0;0;0
A;Alicante;29--08--2020;174;174;0;0;0
AB;Albacete;29--08--2020;47;47;0;0;0
AL;Almeria;29--08--2020;172;172;0;0;0
AV;Avila;29--08--2020;19;19;0;0;0
B;Barcelona;29--08--2020;485;485;0;0;0
BA;Badajoz;29--08--2020;63;63;0;0;0
BI;Bizkaia;29--08--2020;263;258;0;5;0
BU;Burgos;29--08--2020;58;58;0;0;0
C;A Coruña;29--08--2020;126;126;0;0;0
CA;Cadiz;29--08--2020;114;114;0;0;0
CC;Caceres;29--08--2020;24;24;0;0;0
CE;Ceuta;29--08--2020;7;7;0;0;0
CO;Cordoba;29--08--2020;111;111;0;0;0
CR;Ciudad Real;29--08--2020;74;74;0;0;0
CS;Castellon;29--08--2020;59;59;0;0;0
CU;Cuenca;29--08--2020;15;15;0;0;0
GC;Las Palmas;29--08--2020;222;222;0;0;0
GI;Girona;29--08--2020;58;58;0;0;0
GR;Granada;29--08--2020;84;84;0;0;0
GU;Guadalajara;29--08--2020;66;66;0;0;0
H;Huelva;29--08--2020;10;10;0;0;0
HU;Huesca;29--08--2020;45;45;0;0;0
J;Jaen;29--08--2020;46;46;0;0;0
L;Lleida;29--08--2020;44;44;0;0;0
LE;Leon;29--08--2020;72;72;0;0;0
LO;La Rioja;29--08--2020;84;83;0;0;1
LU;Lugo;29--08--2020;35;35;0;0;0
M;Madrid;29--08--2020;1732;1728;0;4;0
MA;Malaga;29--08--2020;230;230;0;0;0
ME;Melilla;29--08--2020;20;20;0;0;0
MU;Murcia;29--08--2020;329;329;0;0;0
NA;Navarra;29--08--2020;157;157;0;0;0
O;Asturias;29--08--2020;31;31;0;0;0
OR;Ourense;29--08--2020;27;27;0;0;0
P;Palencia;29--08--2020;20;20;0;0;0
PM;Islas Baleares;29--08--2020;234;234;0;0;0
PO;Pontevedra;29--08--2020;50;50;0;0;0
S;Cantabria;29--08--2020;80;80;0;0;0
SA;Salamanca;29--08--2020;108;108;0;0;0
SE;Sevilla;29--08--2020;116;116;0;0;0
SG;Segovia;29--08--2020;17;17;0;0;0
SO;Soria;29--08--2020;17;17;0;0;0
SS;Guipuzcoa;29--08--2020;182;175;0;7;0
T;Tarragona;29--08--2020;82;82;0;0;0
TE;Teruel;29--08--2020;22;22;0;0;0
TF;Santa Cruz de Tenerife;29--08--2020;48;48;0;0;0
TO;Toledo;29--08--2020;178;178;0;0;0
V;Valencia;29--08--2020;404;404;0;0;0
VA;Valladolid;29--08--2020;154;154;0;0;0
VI;Alava;29--08--2020;88;85;0;3;0
Z;Zaragoza;29--08--2020;184;184;0;0;0
ZA;Zamora;29--08--2020;27;27;0;0;0
A;Alicante;30--08--2020;126;126;0;0;0
AB;Albacete;30--08--2020;53;53;0;0;0
AL;Almeria;30--08--2020;109;109;0;0;0
AV;Avila;30--08--2020;18;18;0;0;0
B;Barcelona;30--08--2020;451;451;0;0;0
BA;Badajoz;30--08--2020;79;79;0;0;0
BI;Bizkaia;30--08--2020;344;341;0;3;0
BU;Burgos;30--08--2020;42;42;0;0;0
C;A Coruña;30--08--2020;124;124;0;0;0
CA;Cadiz;30--08--2020;61;61;0;0;0
CC;Caceres;30--08--2020;31;31;0;0;0
CE;Ceuta;30--08--2020;10;10;0;0;0
CO;Cordoba;30--08--2020;79;79;0;0;0
CR;Ciudad Real;30--08--2020;74;74;0;0;0
CS;Castellon;30--08--2020;40;40;0;0;0
CU;Cuenca;30--08--2020;22;22;0;0;0
GC;Las Palmas;30--08--2020;218;218;0;0;0
GI;Girona;30--08--2020;56;55;0;1;0
GR;Granada;30--08--2020;88;88;0;0;0
GU;Guadalajara;30--08--2020;50;50;0;0;0
H;Huelva;30--08--2020;16;16;0;0;0
HU;Huesca;30--08--2020;26;26;0;0;0
J;Jaen;30--08--2020;53;53;0;0;0
L;Lleida;30--08--2020;29;29;0;0;0
LE;Leon;30--08--2020;64;64;0;0;0
LO;La Rioja;30--08--2020;86;86;0;0;0
LU;Lugo;30--08--2020;39;39;0;0;0
M;Madrid;30--08--2020;1563;1559;0;4;0
MA;Malaga;30--08--2020;262;262;0;0;0
ME;Melilla;30--08--2020;10;10;0;0;0
MU;Murcia;30--08--2020;320;320;0;0;0
NA;Navarra;30--08--2020;103;103;0;0;0
O;Asturias;30--08--2020;47;47;0;0;0
OR;Ourense;30--08--2020;31;31;0;0;0
P;Palencia;30--08--2020;14;14;0;0;0
PM;Islas Baleares;30--08--2020;166;166;0;0;0
PO;Pontevedra;30--08--2020;58;58;0;0;0
S;Cantabria;30--08--2020;121;121;0;0;0
SA;Salamanca;30--08--2020;60;60;0;0;0
SE;Sevilla;30--08--2020;121;121;0;0;0
SG;Segovia;30--08--2020;11;11;0;0;0
SO;Soria;30--08--2020;10;10;0;0;0
SS;Guipuzcoa;30--08--2020;165;161;0;4;0
T;Tarragona;30--08--2020;80;80;0;0;0
TE;Teruel;30--08--2020;14;14;0;0;0
TF;Santa Cruz de Tenerife;30--08--2020;54;54;0;0;0
TO;Toledo;30--08--2020;141;141;0;0;0
V;Valencia;30--08--2020;219;219;0;0;0
VA;Valladolid;30--08--2020;80;80;0;0;0
VI;Alava;30--08--2020;63;57;0;6;0
Z;Zaragoza;30--08--2020;153;153;0;0;0
ZA;Zamora;30--08--2020;7;7;0;0;0
A;Alicante;31--08--2020;194;194;0;0;0
AB;Albacete;31--08--2020;64;64;0;0;0
AL;Almeria;31--08--2020;146;146;0;0;0
AV;Avila;31--08--2020;18;18;0;0;0
B;Barcelona;31--08--2020;893;892;0;1;0
BA;Badajoz;31--08--2020;82;81;0;1;0
BI;Bizkaia;31--08--2020;333;329;0;4;0
BU;Burgos;31--08--2020;35;35;0;0;0
C;A Coruña;31--08--2020;138;138;0;0;0
CA;Cadiz;31--08--2020;95;95;0;0;0
CC;Caceres;31--08--2020;14;14;0;0;0
CE;Ceuta;31--08--2020;14;14;0;0;0
CO;Cordoba;31--08--2020;123;123;0;0;0
CR;Ciudad Real;31--08--2020;93;93;0;0;0
CS;Castellon;31--08--2020;45;45;0;0;0
CU;Cuenca;31--08--2020;31;31;0;0;0
GC;Las Palmas;31--08--2020;240;240;0;0;0
GI;Girona;31--08--2020;80;80;0;0;0
GR;Granada;31--08--2020;75;75;0;0;0
GU;Guadalajara;31--08--2020;96;96;0;0;0
H;Huelva;31--08--2020;11;11;0;0;0
HU;Huesca;31--08--2020;31;31;0;0;0
J;Jaen;31--08--2020;40;40;0;0;0
L;Lleida;31--08--2020;59;57;0;2;0
LE;Leon;31--08--2020;35;35;0;0;0
LO;La Rioja;31--08--2020;60;60;0;0;0
LU;Lugo;31--08--2020;27;27;0;0;0
M;Madrid;31--08--2020;2128;2124;0;4;0
MA;Malaga;31--08--2020;328;328;0;0;0
ME;Melilla;31--08--2020;15;15;0;0;0
MU;Murcia;31--08--2020;373;373;0;0;0
NA;Navarra;31--08--2020;207;207;0;0;0
O;Asturias;31--08--2020;37;37;0;0;0
OR;Ourense;31--08--2020;25;25;0;0;0
P;Palencia;31--08--2020;16;16;0;0;0
PM;Islas Baleares;31--08--2020;238;238;0;0;0
PO;Pontevedra;31--08--2020;52;52;0;0;0
S;Cantabria;31--08--2020;147;147;0;0;0
SA;Salamanca;31--08--2020;56;55;0;1;0
SE;Sevilla;31--08--2020;159;159;0;0;0
SG;Segovia;31--08--2020;27;27;0;0;0
SO;Soria;31--08--2020;7;7;0;0;0
SS;Guipuzcoa;31--08--2020;220;218;0;2;0
T;Tarragona;31--08--2020;101;101;0;0;0
TE;Teruel;31--08--2020;41;41;0;0;0
TF;Santa Cruz de Tenerife;31--08--2020;36;36;0;0;0
TO;Toledo;31--08--2020;186;186;0;0;0
V;Valencia;31--08--2020;258;258;0;0;0
VA;Valladolid;31--08--2020;107;107;0;0;0
VI;Alava;31--08--2020;124;122;0;2;0
Z;Zaragoza;31--08--2020;245;245;0;0;0
ZA;Zamora;31--08--2020;19;19;0;0;0
A;Alicante;01--09--2020;193;193;0;0;0
AB;Albacete;01--09--2020;87;87;0;0;0
AL;Almeria;01--09--2020;114;114;0;0;0
AV;Avila;01--09--2020;24;24;0;0;0
B;Barcelona;01--09--2020;985;978;0;7;0
BA;Badajoz;01--09--2020;79;79;0;0;0
BI;Bizkaia;01--09--2020;419;415;0;4;0
BU;Burgos;01--09--2020;88;88;0;0;0
C;A Coruña;01--09--2020;94;94;0;0;0
CA;Cadiz;01--09--2020;178;178;0;0;0
CC;Caceres;01--09--2020;33;33;0;0;0
CE;Ceuta;01--09--2020;9;9;0;0;0
CO;Cordoba;01--09--2020;122;122;0;0;0
CR;Ciudad Real;01--09--2020;117;117;0;0;0
CS;Castellon;01--09--2020;56;56;0;0;0
CU;Cuenca;01--09--2020;32;32;0;0;0
GC;Las Palmas;01--09--2020;219;219;0;0;0
GI;Girona;01--09--2020;116;116;0;0;0
GR;Granada;01--09--2020;158;158;0;0;0
GU;Guadalajara;01--09--2020;94;94;0;0;0
H;Huelva;01--09--2020;21;21;0;0;0
HU;Huesca;01--09--2020;30;30;0;0;0
J;Jaen;01--09--2020;67;67;0;0;0
L;Lleida;01--09--2020;50;47;0;3;0
LE;Leon;01--09--2020;45;45;0;0;0
LO;La Rioja;01--09--2020;94;94;0;0;0
LU;Lugo;01--09--2020;49;49;0;0;0
M;Madrid;01--09--2020;4253;4241;0;12;0
MA;Malaga;01--09--2020;302;302;0;0;0
ME;Melilla;01--09--2020;35;35;0;0;0
MU;Murcia;01--09--2020;421;421;0;0;0
NA;Navarra;01--09--2020;212;212;0;0;0
O;Asturias;01--09--2020;64;64;0;0;0
OR;Ourense;01--09--2020;28;28;0;0;0
P;Palencia;01--09--2020;47;47;0;0;0
PM;Islas Baleares;01--09--2020;230;230;0;0;0
PO;Pontevedra;01--09--2020;80;80;0;0;0
S;Cantabria;01--09--2020;156;156;0;0;0
SA;Salamanca;01--09--2020;60;60;0;0;0
SE;Sevilla;01--09--2020;176;176;0;0;0
SG;Segovia;01--09--2020;33;33;0;0;0
SO;Soria;01--09--2020;11;11;0;0;0
SS;Guipuzcoa;01--09--2020;222;215;0;7;0
T;Tarragona;01--09--2020;113;113;0;0;0
TE;Teruel;01--09--2020;19;19;0;0;0
TF;Santa Cruz de Tenerife;01--09--2020;43;43;0;0;0
TO;Toledo;01--09--2020;251;251;0;0;0
V;Valencia;01--09--2020;318;318;0;0;0
VA;Valladolid;01--09--2020;158;158;0;0;0
VI;Alava;01--09--2020;108;103;0;5;0
Z;Zaragoza;01--09--2020;241;241;0;0;0
ZA;Zamora;01--09--2020;27;27;0;0;0
A;Alicante;02--09--2020;213;213;0;0;0
AB;Albacete;02--09--2020;75;75;0;0;0
AL;Almeria;02--09--2020;152;152;0;0;0
AV;Avila;02--09--2020;27;27;0;0;0
B;Barcelona;02--09--2020;855;852;0;3;0
BA;Badajoz;02--09--2020;78;78;0;0;0
BI;Bizkaia;02--09--2020;327;323;0;4;0
BU;Burgos;02--09--2020;60;60;0;0;0
C;A Coruña;02--09--2020;127;127;0;0;0
CA;Cadiz;02--09--2020;154;154;0;0;0
CC;Caceres;02--09--2020;46;46;0;0;0
CE;Ceuta;02--09--2020;8;8;0;0;0
CO;Cordoba;02--09--2020;102;102;0;0;0
CR;Ciudad Real;02--09--2020;210;210;0;0;0
CS;Castellon;02--09--2020;65;65;0;0;0
CU;Cuenca;02--09--2020;23;23;0;0;0
GC;Las Palmas;02--09--2020;202;202;0;0;0
GI;Girona;02--09--2020;96;96;0;0;0
GR;Granada;02--09--2020;135;135;0;0;0
GU;Guadalajara;02--09--2020;88;88;0;0;0
H;Huelva;02--09--2020;11;11;0;0;0
HU;Huesca;02--09--2020;47;47;0;0;0
J;Jaen;02--09--2020;65;65;0;0;0
L;Lleida;02--09--2020;59;56;0;3;0
LE;Leon;02--09--2020;57;57;0;0;0
LO;La Rioja;02--09--2020;90;88;0;0;2
LU;Lugo;02--09--2020;49;49;0;0;0
M;Madrid;02--09--2020;3817;3804;0;13;0
MA;Malaga;02--09--2020;255;255;0;0;0
ME;Melilla;02--09--2020;28;28;0;0;0
MU;Murcia;02--09--2020;464;464;0;0;0
NA;Navarra;02--09--2020;177;177;0;0;0
O;Asturias;02--09--2020;56;56;0;0;0
OR;Ourense;02--09--2020;29;29;0;0;0
P;Palencia;02--09--2020;29;29;0;0;0
PM;Islas Baleares;02--09--2020;185;184;1;0;0
PO;Pontevedra;02--09--2020;55;55;0;0;0
S;Cantabria;02--09--2020;106;106;0;0;0
SA;Salamanca;02--09--2020;69;69;0;0;0
SE;Sevilla;02--09--2020;157;157;0;0;0
SG;Segovia;02--09--2020;40;40;0;0;0
SO;Soria;02--09--2020;13;12;0;1;0
SS;Guipuzcoa;02--09--2020;186;182;0;4;0
T;Tarragona;02--09--2020;98;98;0;0;0
TE;Teruel;02--09--2020;17;17;0;0;0
TF;Santa Cruz de Tenerife;02--09--2020;53;53;0;0;0
