provincia_iso;provincia;fecha;num_casos;num_casos_prueba_pcr;num_casos_prueba_test_ac;num_casos_prueba_otras;num_casos_prueba_desconocida
ZA;Zamora;22--03--2020;17;15;2;0;0
A;Alicante;23--03--2020;152;149;2;0;1
AB;Albacete;23--03--2020;112;103;9;0;0
AL;Almeria;23--03--2020;23;23;0;0;0
AV;Avila;23--03--2020;53;52;1;0;0
B;Barcelona;23--03--2020;1233;1186;0;11;36
BA;Badajoz;23--03--2020;56;56;0;0;0
BI;Bizkaia;23--03--2020;260;255;0;1;4
BU;Burgos;23--03--2020;60;56;4;0;0
C;A Coruña;23--03--2020;131;130;0;1;0
CA;Cadiz;23--03--2020;52;52;0;0;0
CC;Caceres;23--03--2020;139;136;3;0;0
CE;Ceuta;23--03--2020;3;3;0;0;0
CO;Cordoba;23--03--2020;59;59;0;0;0
CR;Ciudad Real;23--03--2020;246;231;15;0;0
CS;Castellon;23--03--2020;55;54;1;0;0
CU;Cuenca;23--03--2020;75;50;25;0;0
GC;Las Palmas;23--03--2020;30;30;0;0;0
GI;Girona;23--03--2020;111;107;0;1;3
GR;Granada;23--03--2020;78;78;0;0;0
GU;Guadalajara;23--03--2020;58;52;6;0;0
H;Huelva;23--03--2020;13;13;0;0;0
HU;Huesca;23--03--2020;31;31;0;0;0
J;Jaen;23--03--2020;75;75;0;0;0
L;Lleida;23--03--2020;82;81;0;1;0
LE;Leon;23--03--2020;115;111;4;0;0
LO;La Rioja;23--03--2020;158;156;1;0;1
LU;Lugo;23--03--2020;49;49;0;0;0
M;Madrid;23--03--2020;2200;2198;1;1;0
MA;Malaga;23--03--2020;97;97;0;0;0
ME;Melilla;23--03--2020;5;5;0;0;0
MU;Murcia;23--03--2020;103;102;1;0;0
NA;Navarra;23--03--2020;164;161;3;0;0
O;Asturias;23--03--2020;70;70;0;0;0
OR;Ourense;23--03--2020;73;73;0;0;0
P;Palencia;23--03--2020;33;32;1;0;0
PM;Islas Baleares;23--03--2020;81;79;2;0;0
PO;Pontevedra;23--03--2020;122;121;1;0;0
S;Cantabria;23--03--2020;88;88;0;0;0
SA;Salamanca;23--03--2020;118;115;3;0;0
SE;Sevilla;23--03--2020;138;137;1;0;0
SG;Segovia;23--03--2020;114;111;3;0;0
SO;Soria;23--03--2020;52;52;0;0;0
SS;Guipuzcoa;23--03--2020;108;108;0;0;0
T;Tarragona;23--03--2020;66;64;0;0;2
TE;Teruel;23--03--2020;18;18;0;0;0
TF;Santa Cruz de Tenerife;23--03--2020;69;69;0;0;0
TO;Toledo;23--03--2020;175;156;19;0;0
V;Valencia;23--03--2020;235;229;5;0;1
VA;Valladolid;23--03--2020;125;123;2;0;0
VI;Alava;23--03--2020;98;98;0;0;0
Z;Zaragoza;23--03--2020;219;218;0;1;0
ZA;Zamora;23--03--2020;17;15;2;0;0
A;Alicante;24--03--2020;116;112;3;0;1
AB;Albacete;24--03--2020;107;91;16;0;0
AL;Almeria;24--03--2020;29;29;0;0;0
AV;Avila;24--03--2020;53;53;0;0;0
B;Barcelona;24--03--2020;1132;1093;0;2;37
BA;Badajoz;24--03--2020;35;35;0;0;0
BI;Bizkaia;24--03--2020;215;210;0;0;5
BU;Burgos;24--03--2020;50;49;1;0;0
C;A Coruña;24--03--2020;108;107;0;1;0
CA;Cadiz;24--03--2020;47;46;1;0;0
CC;Caceres;24--03--2020;99;98;1;0;0
CE;Ceuta;24--03--2020;7;7;0;0;0
CO;Cordoba;24--03--2020;47;47;0;0;0
CR;Ciudad Real;24--03--2020;190;174;16;0;0
CS;Castellon;24--03--2020;50;46;1;0;3
CU;Cuenca;24--03--2020;55;38;17;0;0
GC;Las Palmas;24--03--2020;15;14;0;0;1
GI;Girona;24--03--2020;96;90;0;1;5
GR;Granada;24--03--2020;100;97;3;0;0
GU;Guadalajara;24--03--2020;46;44;2;0;0
H;Huelva;24--03--2020;8;8;0;0;0
HU;Huesca;24--03--2020;34;34;0;0;0
J;Jaen;24--03--2020;58;56;2;0;0
L;Lleida;24--03--2020;43;41;0;2;0
LE;Leon;24--03--2020;52;47;5;0;0
LO;La Rioja;24--03--2020;119;119;0;0;0
LU;Lugo;24--03--2020;32;31;0;1;0
M;Madrid;24--03--2020;2083;2082;1;0;0
MA;Malaga;24--03--2020;98;96;2;0;0
ME;Melilla;24--03--2020;1;1;0;0;0
MU;Murcia;24--03--2020;62;61;1;0;0
NA;Navarra;24--03--2020;200;198;2;0;0
O;Asturias;24--03--2020;58;58;0;0;0
OR;Ourense;24--03--2020;50;50;0;0;0
P;Palencia;24--03--2020;33;32;1;0;0
PM;Islas Baleares;24--03--2020;65;65;0;0;0
PO;Pontevedra;24--03--2020;97;97;0;0;0
S;Cantabria;24--03--2020;58;58;0;0;0
SA;Salamanca;24--03--2020;106;103;3;0;0
SE;Sevilla;24--03--2020;89;88;1;0;0
SG;Segovia;24--03--2020;111;107;4;0;0
SO;Soria;24--03--2020;24;22;2;0;0
SS;Guipuzcoa;24--03--2020;65;64;0;0;1
T;Tarragona;24--03--2020;87;86;0;0;1
TE;Teruel;24--03--2020;14;14;0;0;0
TF;Santa Cruz de Tenerife;24--03--2020;39;39;0;0;0
TO;Toledo;24--03--2020;143;123;20;0;0
V;Valencia;24--03--2020;155;148;6;0;1
VA;Valladolid;24--03--2020;128;124;3;1;0
VI;Alava;24--03--2020;103;103;0;0;0
Z;Zaragoza;24--03--2020;148;146;0;2;0
ZA;Zamora;24--03--2020;22;19;3;0;0
A;Alicante;25--03--2020;120;115;2;0;3
AB;Albacete;25--03--2020;78;64;14;0;0
AL;Almeria;25--03--2020;16;16;0;0;0
AV;Avila;25--03--2020;87;87;0;0;0
B;Barcelona;25--03--2020;1156;1129;0;3;24
BA;Badajoz;25--03--2020;30;30;0;0;0
BI;Bizkaia;25--03--2020;226;222;0;0;4
BU;Burgos;25--03--2020;52;50;2;0;0
C;A Coruña;25--03--2020;126;122;2;2;0
CA;Cadiz;25--03--2020;39;38;1;0;0
CC;Caceres;25--03--2020;94;90;4;0;0
CE;Ceuta;25--03--2020;7;7;0;0;0
CO;Cordoba;25--03--2020;63;63;0;0;0
CR;Ciudad Real;25--03--2020;212;182;27;3;0
CS;Castellon;25--03--2020;64;59;1;0;4
CU;Cuenca;25--03--2020;69;41;28;0;0
GC;Las Palmas;25--03--2020;18;18;0;0;0
GI;Girona;25--03--2020;79;77;0;0;2
GR;Granada;25--03--2020;88;87;1;0;0
GU;Guadalajara;25--03--2020;41;39;2;0;0
H;Huelva;25--03--2020;18;18;0;0;0
HU;Huesca;25--03--2020;18;17;0;1;0
J;Jaen;25--03--2020;52;50;2;0;0
L;Lleida;25--03--2020;39;38;0;1;0
LE;Leon;25--03--2020;84;81;3;0;0
LO;La Rioja;25--03--2020;130;130;0;0;0
LU;Lugo;25--03--2020;39;39;0;0;0
M;Madrid;25--03--2020;1836;1835;1;0;0
MA;Malaga;25--03--2020;98;98;0;0;0
ME;Melilla;25--03--2020;3;3;0;0;0
MU;Murcia;25--03--2020;69;69;0;0;0
NA;Navarra;25--03--2020;187;182;5;0;0
O;Asturias;25--03--2020;57;57;0;0;0
OR;Ourense;25--03--2020;42;42;0;0;0
P;Palencia;25--03--2020;27;26;1;0;0
PM;Islas Baleares;25--03--2020;82;80;2;0;0
PO;Pontevedra;25--03--2020;79;79;0;0;0
S;Cantabria;25--03--2020;57;57;0;0;0
SA;Salamanca;25--03--2020;113;111;2;0;0
SE;Sevilla;25--03--2020;123;121;2;0;0
SG;Segovia;25--03--2020;82;79;3;0;0
SO;Soria;25--03--2020;52;52;0;0;0
SS;Guipuzcoa;25--03--2020;76;74;0;0;2
T;Tarragona;25--03--2020;51;49;0;0;2
TE;Teruel;25--03--2020;26;26;0;0;0
TF;Santa Cruz de Tenerife;25--03--2020;39;39;0;0;0
TO;Toledo;25--03--2020;132;113;19;0;0
V;Valencia;25--03--2020;196;185;8;0;3
VA;Valladolid;25--03--2020;99;97;2;0;0
VI;Alava;25--03--2020;95;94;0;0;1
Z;Zaragoza;25--03--2020;143;143;0;0;0
ZA;Zamora;25--03--2020;16;14;2;0;0
A;Alicante;26--03--2020;110;108;2;0;0
AB;Albacete;26--03--2020;141;128;13;0;0
AL;Almeria;26--03--2020;10;10;0;0;0
AV;Avila;26--03--2020;42;42;0;0;0
B;Barcelona;26--03--2020;1146;1121;0;2;23
BA;Badajoz;26--03--2020;38;38;0;0;0
BI;Bizkaia;26--03--2020;192;189;0;1;2
BU;Burgos;26--03--2020;46;42;4;0;0
C;A Coruña;26--03--2020;89;88;0;1;0
CA;Cadiz;26--03--2020;35;35;0;0;0
CC;Caceres;26--03--2020;85;81;4;0;0
CE;Ceuta;26--03--2020;4;4;0;0;0
CO;Cordoba;26--03--2020;86;86;0;0;0
CR;Ciudad Real;26--03--2020;172;158;13;1;0
CS;Castellon;26--03--2020;46;43;2;0;1
CU;Cuenca;26--03--2020;60;40;19;0;1
GC;Las Palmas;26--03--2020;21;21;0;0;0
GI;Girona;26--03--2020;95;93;0;0;2
GR;Granada;26--03--2020;84;82;2;0;0
GU;Guadalajara;26--03--2020;33;32;1;0;0
H;Huelva;26--03--2020;12;12;0;0;0
HU;Huesca;26--03--2020;31;31;0;0;0
J;Jaen;26--03--2020;46;43;2;1;0
L;Lleida;26--03--2020;47;47;0;0;0
LE;Leon;26--03--2020;47;45;2;0;0
LO;La Rioja;26--03--2020;118;116;2;0;0
LU;Lugo;26--03--2020;36;36;0;0;0
M;Madrid;26--03--2020;1618;1616;1;1;0
MA;Malaga;26--03--2020;77;76;1;0;0
ME;Melilla;26--03--2020;5;5;0;0;0
MU;Murcia;26--03--2020;36;36;0;0;0
NA;Navarra;26--03--2020;121;117;4;0;0
O;Asturias;26--03--2020;77;77;0;0;0
OR;Ourense;26--03--2020;48;48;0;0;0
P;Palencia;26--03--2020;36;35;1;0;0
PM;Islas Baleares;26--03--2020;70;68;2;0;0
PO;Pontevedra;26--03--2020;117;117;0;0;0
S;Cantabria;26--03--2020;39;39;0;0;0
SA;Salamanca;26--03--2020;103;97;6;0;0
SE;Sevilla;26--03--2020;89;88;1;0;0
SG;Segovia;26--03--2020;86;85;1;0;0
SO;Soria;26--03--2020;30;29;1;0;0
SS;Guipuzcoa;26--03--2020;65;65;0;0;0
T;Tarragona;26--03--2020;66;65;0;0;1
TE;Teruel;26--03--2020;25;25;0;0;0
TF;Santa Cruz de Tenerife;26--03--2020;41;40;0;0;1
TO;Toledo;26--03--2020;141;119;22;0;0
V;Valencia;26--03--2020;127;120;6;0;1
VA;Valladolid;26--03--2020;90;90;0;0;0
VI;Alava;26--03--2020;97;97;0;0;0
Z;Zaragoza;26--03--2020;111;111;0;0;0
ZA;Zamora;26--03--2020;19;17;2;0;0
A;Alicante;27--03--2020;105;100;2;0;3
AB;Albacete;27--03--2020;64;51;13;0;0
AL;Almeria;27--03--2020;19;19;0;0;0
AV;Avila;27--03--2020;62;61;1;0;0
B;Barcelona;27--03--2020;1035;998;0;6;31
BA;Badajoz;27--03--2020;22;22;0;0;0
BI;Bizkaia;27--03--2020;262;260;0;0;2
BU;Burgos;27--03--2020;38;34;4;0;0
C;A Coruña;27--03--2020;131;127;1;3;0
CA;Cadiz;27--03--2020;30;29;1;0;0
CC;Caceres;27--03--2020;68;68;0;0;0
CE;Ceuta;27--03--2020;1;1;0;0;0
CO;Cordoba;27--03--2020;62;62;0;0;0
CR;Ciudad Real;27--03--2020;145;127;15;3;0
CS;Castellon;27--03--2020;31;28;0;0;3
CU;Cuenca;27--03--2020;58;41;17;0;0
GC;Las Palmas;27--03--2020;23;23;0;0;0
GI;Girona;27--03--2020;99;97;0;0;2
GR;Granada;27--03--2020;109;105;4;0;0
GU;Guadalajara;27--03--2020;30;26;4;0;0
H;Huelva;27--03--2020;15;15;0;0;0
HU;Huesca;27--03--2020;25;25;0;0;0
J;Jaen;27--03--2020;41;37;4;0;0
L;Lleida;27--03--2020;65;63;0;1;1
LE;Leon;27--03--2020;80;77;3;0;0
LO;La Rioja;27--03--2020;131;129;2;0;0
LU;Lugo;27--03--2020;31;31;0;0;0
M;Madrid;27--03--2020;1549;1547;1;1;0
MA;Malaga;27--03--2020;50;50;0;0;0
ME;Melilla;27--03--2020;5;5;0;0;0
MU;Murcia;27--03--2020;39;37;2;0;0
NA;Navarra;27--03--2020;116;115;1;0;0
O;Asturias;27--03--2020;69;69;0;0;0
OR;Ourense;27--03--2020;49;49;0;0;0
P;Palencia;27--03--2020;36;36;0;0;0
PM;Islas Baleares;27--03--2020;38;37;1;0;0
PO;Pontevedra;27--03--2020;84;84;0;0;0
S;Cantabria;27--03--2020;74;74;0;0;0
SA;Salamanca;27--03--2020;78;77;1;0;0
SE;Sevilla;27--03--2020;76;75;1;0;0
SG;Segovia;27--03--2020;50;50;0;0;0
SO;Soria;27--03--2020;31;31;0;0;0
SS;Guipuzcoa;27--03--2020;69;68;0;0;1
T;Tarragona;27--03--2020;72;72;0;0;0
TE;Teruel;27--03--2020;25;25;0;0;0
TF;Santa Cruz de Tenerife;27--03--2020;43;43;0;0;0
TO;Toledo;27--03--2020;124;92;32;0;0
V;Valencia;27--03--2020;169;164;0;1;4
VA;Valladolid;27--03--2020;74;74;0;0;0
VI;Alava;27--03--2020;61;61;0;0;0
Z;Zaragoza;27--03--2020;163;163;0;0;0
ZA;Zamora;27--03--2020;18;17;1;0;0
A;Alicante;28--03--2020;92;90;0;0;2
AB;Albacete;28--03--2020;68;58;10;0;0
AL;Almeria;28--03--2020;16;16;0;0;0
AV;Avila;28--03--2020;64;64;0;0;0
B;Barcelona;28--03--2020;1081;1052;0;5;24
BA;Badajoz;28--03--2020;15;14;1;0;0
BI;Bizkaia;28--03--2020;174;174;0;0;0
BU;Burgos;28--03--2020;35;32;3;0;0
C;A Coruña;28--03--2020;117;116;0;1;0
CA;Cadiz;28--03--2020;30;29;1;0;0
CC;Caceres;28--03--2020;59;57;2;0;0
CE;Ceuta;28--03--2020;4;4;0;0;0
CO;Cordoba;28--03--2020;61;61;0;0;0
CR;Ciudad Real;28--03--2020;122;101;20;1;0
CS;Castellon;28--03--2020;30;28;0;0;2
CU;Cuenca;28--03--2020;40;23;17;0;0
GC;Las Palmas;28--03--2020;12;11;0;0;1
GI;Girona;28--03--2020;88;86;0;0;2
GR;Granada;28--03--2020;49;49;0;0;0
GU;Guadalajara;28--03--2020;25;24;1;0;0
H;Huelva;28--03--2020;14;14;0;0;0
HU;Huesca;28--03--2020;26;26;0;0;0
J;Jaen;28--03--2020;40;38;2;0;0
L;Lleida;28--03--2020;53;50;0;1;2
LE;Leon;28--03--2020;68;64;4;0;0
LO;La Rioja;28--03--2020;103;103;0;0;0
LU;Lugo;28--03--2020;22;22;0;0;0
M;Madrid;28--03--2020;1278;1278;0;0;0
MA;Malaga;28--03--2020;50;48;2;0;0
ME;Melilla;28--03--2020;3;3;0;0;0
MU;Murcia;28--03--2020;31;29;2;0;0
NA;Navarra;28--03--2020;109;108;1;0;0
O;Asturias;28--03--2020;53;53;0;0;0
OR;Ourense;28--03--2020;31;31;0;0;0
P;Palencia;28--03--2020;28;28;0;0;0
PM;Islas Baleares;28--03--2020;35;32;3;0;0
PO;Pontevedra;28--03--2020;168;168;0;0;0
S;Cantabria;28--03--2020;68;68;0;0;0
SA;Salamanca;28--03--2020;87;86;1;0;0
SE;Sevilla;28--03--2020;37;37;0;0;0
SG;Segovia;28--03--2020;52;51;1;0;0
SO;Soria;28--03--2020;20;20;0;0;0
SS;Guipuzcoa;28--03--2020;47;46;0;0;1
T;Tarragona;28--03--2020;66;65;0;0;1
TE;Teruel;28--03--2020;14;14;0;0;0
TF;Santa Cruz de Tenerife;28--03--2020;26;26;0;0;0
TO;Toledo;28--03--2020;136;118;18;0;0
V;Valencia;28--03--2020;105;101;2;0;2
VA;Valladolid;28--03--2020;110;109;1;0;0
VI;Alava;28--03--2020;60;60;0;0;0
Z;Zaragoza;28--03--2020;108;107;0;1;0
ZA;Zamora;28--03--2020;7;7;0;0;0
A;Alicante;29--03--2020;52;47;4;0;1
AB;Albacete;29--03--2020;100;93;7;0;0
AL;Almeria;29--03--2020;23;22;1;0;0
AV;Avila;29--03--2020;28;28;0;0;0
B;Barcelona;29--03--2020;806;778;0;4;24
BA;Badajoz;29--03--2020;13;13;0;0;0
BI;Bizkaia;29--03--2020;138;136;0;0;2
BU;Burgos;29--03--2020;36;36;0;0;0
C;A Coruña;29--03--2020;94;94;0;0;0
CA;Cadiz;29--03--2020;33;33;0;0;0
CC;Caceres;29--03--2020;35;35;0;0;0
CE;Ceuta;29--03--2020;7;7;0;0;0
CO;Cordoba;29--03--2020;41;41;0;0;0
CR;Ciudad Real;29--03--2020;91;77;14;0;0
CS;Castellon;29--03--2020;42;39;0;0;3
CU;Cuenca;29--03--2020;55;41;14;0;0
GC;Las Palmas;29--03--2020;9;9;0;0;0
GI;Girona;29--03--2020;74;73;0;0;1
GR;Granada;29--03--2020;82;80;2;0;0
GU;Guadalajara;29--03--2020;21;17;4;0;0
H;Huelva;29--03--2020;10;10;0;0;0
HU;Huesca;29--03--2020;40;40;0;0;0
J;Jaen;29--03--2020;45;42;3;0;0
L;Lleida;29--03--2020;52;49;0;1;2
LE;Leon;29--03--2020;67;67;0;0;0
LO;La Rioja;29--03--2020;90;88;2;0;0
LU;Lugo;29--03--2020;32;32;0;0;0
M;Madrid;29--03--2020;903;901;2;0;0
MA;Malaga;29--03--2020;53;52;1;0;0
ME;Melilla;29--03--2020;5;5;0;0;0
MU;Murcia;29--03--2020;25;23;2;0;0
NA;Navarra;29--03--2020;79;79;0;0;0
O;Asturias;29--03--2020;42;42;0;0;0
OR;Ourense;29--03--2020;37;37;0;0;0
P;Palencia;29--03--2020;24;24;0;0;0
PM;Islas Baleares;29--03--2020;37;36;1;0;0
PO;Pontevedra;29--03--2020;36;36;0;0;0
S;Cantabria;29--03--2020;39;39;0;0;0
SA;Salamanca;29--03--2020;94;93;1;0;0
SE;Sevilla;29--03--2020;38;38;0;0;0
SG;Segovia;29--03--2020;60;58;2;0;0
SO;Soria;29--03--2020;23;22;1;0;0
SS;Guipuzcoa;29--03--2020;56;55;0;0;1
T;Tarragona;29--03--2020;50;49;0;0;1
TE;Teruel;29--03--2020;17;17;0;0;0
TF;Santa Cruz de Tenerife;29--03--2020;29;29;0;0;0
TO;Toledo;29--03--2020;106;91;15;0;0
V;Valencia;29--03--2020;103;97;4;0;2
VA;Valladolid;29--03--2020;55;54;1;0;0
VI;Alava;29--03--2020;49;49;0;0;0
Z;Zaragoza;29--03--2020;79;79;0;0;0
ZA;Zamora;29--03--2020;6;6;0;0;0
A;Alicante;30--03--2020;66;65;0;0;1
AB;Albacete;30--03--2020;109;94;15;0;0
AL;Almeria;30--03--2020;7;7;0;0;0
AV;Avila;30--03--2020;50;47;3;0;0
B;Barcelona;30--03--2020;976;931;0;9;36
BA;Badajoz;30--03--2020;17;16;1;0;0
BI;Bizkaia;30--03--2020;180;177;0;1;2
BU;Burgos;30--03--2020;26;21;5;0;0
C;A Coruña;30--03--2020;91;90;0;1;0
CA;Cadiz;30--03--2020;35;33;2;0;0
CC;Caceres;30--03--2020;51;47;4;0;0
CE;Ceuta;30--03--2020;3;3;0;0;0
CO;Cordoba;30--03--2020;58;57;1;0;0
CR;Ciudad Real;30--03--2020;150;129;19;2;0
CS;Castellon;30--03--2020;26;23;2;0;1
CU;Cuenca;30--03--2020;46;31;15;0;0
GC;Las Palmas;30--03--2020;16;15;0;0;1
GI;Girona;30--03--2020;78;75;0;0;3
GR;Granada;30--03--2020;56;54;2;0;0
GU;Guadalajara;30--03--2020;40;35;5;0;0
H;Huelva;30--03--2020;10;10;0;0;0
HU;Huesca;30--03--2020;11;11;0;0;0
J;Jaen;30--03--2020;47;45;2;0;0
L;Lleida;30--03--2020;45;44;0;1;0
LE;Leon;30--03--2020;51;47;4;0;0
LO;La Rioja;30--03--2020;114;114;0;0;0
LU;Lugo;30--03--2020;19;19;0;0;0
M;Madrid;30--03--2020;1143;1141;1;1;0
MA;Malaga;30--03--2020;36;36;0;0;0
ME;Melilla;30--03--2020;3;3;0;0;0
MU;Murcia;30--03--2020;30;26;4;0;0
NA;Navarra;30--03--2020;213;211;2;0;0
O;Asturias;30--03--2020;44;44;0;0;0
OR;Ourense;30--03--2020;71;71;0;0;0
P;Palencia;30--03--2020;24;24;0;0;0
PM;Islas Baleares;30--03--2020;63;61;2;0;0
PO;Pontevedra;30--03--2020;69;69;0;0;0
S;Cantabria;30--03--2020;28;28;0;0;0
SA;Salamanca;30--03--2020;59;58;1;0;0
SE;Sevilla;30--03--2020;58;57;1;0;0
SG;Segovia;30--03--2020;65;63;2;0;0
SO;Soria;30--03--2020;28;28;0;0;0
SS;Guipuzcoa;30--03--2020;47;47;0;0;0
T;Tarragona;30--03--2020;63;62;0;0;1
TE;Teruel;30--03--2020;23;23;0;0;0
TF;Santa Cruz de Tenerife;30--03--2020;41;41;0;0;0
TO;Toledo;30--03--2020;111;91;20;0;0
V;Valencia;30--03--2020;142;135;4;0;3
VA;Valladolid;30--03--2020;130;130;0;0;0
VI;Alava;30--03--2020;82;82;0;0;0
Z;Zaragoza;30--03--2020;100;100;0;0;0
ZA;Zamora;30--03--2020;10;8;2;0;0
A;Alicante;31--03--2020;68;65;1;0;2
AB;Albacete;31--03--2020;77;65;12;0;0
AL;Almeria;31--03--2020;15;15;0;0;0
AV;Avila;31--03--2020;19;17;2;0;0
B;Barcelona;31--03--2020;927;907;0;3;17
BA;Badajoz;31--03--2020;5;5;0;0;0
BI;Bizkaia;31--03--2020;165;161;0;2;2
BU;Burgos;31--03--2020;32;31;1;0;0
C;A Coruña;31--03--2020;44;44;0;0;0
CA;Cadiz;31--03--2020;20;20;0;0;0
CC;Caceres;31--03--2020;36;33;3;0;0
CE;Ceuta;31--03--2020;1;1;0;0;0
CO;Cordoba;31--03--2020;39;39;0;0;0
CR;Ciudad Real;31--03--2020;95;76;17;2;0
CS;Castellon;31--03--2020;20;18;1;0;1
CU;Cuenca;31--03--2020;33;20;13;0;0
GC;Las Palmas;31--03--2020;6;6;0;0;0
GI;Girona;31--03--2020;97;93;0;0;4
GR;Granada;31--03--2020;40;40;0;0;0
GU;Guadalajara;31--03--2020;18;17;1;0;0
H;Huelva;31--03--2020;19;19;0;0;0
HU;Huesca;31--03--2020;17;17;0;0;0
J;Jaen;31--03--2020;34;33;1;0;0
L;Lleida;31--03--2020;34;32;0;0;2
LE;Leon;31--03--2020;24;20;4;0;0
LO;La Rioja;31--03--2020;107;106;1;0;0
LU;Lugo;31--03--2020;18;18;0;0;0
M;Madrid;31--03--2020;1128;1127;1;0;0
MA;Malaga;31--03--2020;32;30;2;0;0
ME;Melilla;31--03--2020;3;3;0;0;0
MU;Murcia;31--03--2020;23;23;0;0;0
NA;Navarra;31--03--2020;127;125;2;0;0
O;Asturias;31--03--2020;42;42;0;0;0
OR;Ourense;31--03--2020;43;43;0;0;0
P;Palencia;31--03--2020;28;28;0;0;0
PM;Islas Baleares;31--03--2020;47;45;2;0;0
PO;Pontevedra;31--03--2020;54;52;2;0;0
S;Cantabria;31--03--2020;33;33;0;0;0
SA;Salamanca;31--03--2020;78;78;0;0;0
SE;Sevilla;31--03--2020;50;48;2;0;0
SG;Segovia;31--03--2020;48;47;1;0;0
SO;Soria;31--03--2020;26;25;1;0;0
SS;Guipuzcoa;31--03--2020;55;51;0;0;4
T;Tarragona;31--03--2020;63;59;0;0;4
TE;Teruel;31--03--2020;15;15;0;0;0
TF;Santa Cruz de Tenerife;31--03--2020;16;16;0;0;0
TO;Toledo;31--03--2020;76;53;23;0;0
V;Valencia;31--03--2020;75;70;4;0;1
VA;Valladolid;31--03--2020;110;110;0;0;0
VI;Alava;31--03--2020;38;37;0;1;0
Z;Zaragoza;31--03--2020;84;84;0;0;0
ZA;Zamora;31--03--2020;6;4;2;0;0
A;Alicante;01--04--2020;67;63;4;0;0
AB;Albacete;01--04--2020;59;44;15;0;0
AL;Almeria;01--04--2020;13;13;0;0;0
AV;Avila;01--04--2020;46;46;0;0;0
B;Barcelona;01--04--2020;1057;1028;0;8;21
BA;Badajoz;01--04--2020;36;35;1;0;0
BI;Bizkaia;01--04--2020;160;155;0;1;4
BU;Burgos;01--04--2020;42;38;4;0;0
C;A Coruña;01--04--2020;122;121;0;1;0
CA;Cadiz;01--04--2020;29;29;0;0;0
CC;Caceres;01--04--2020;56;52;4;0;0
CE;Ceuta;01--04--2020;2;2;0;0;0
CO;Cordoba;01--04--2020;50;50;0;0;0
CR;Ciudad Real;01--04--2020;118;88;29;1;0
CS;Castellon;01--04--2020;29;29;0;0;0
CU;Cuenca;01--04--2020;42;20;22;0;0
GC;Las Palmas;01--04--2020;7;7;0;0;0
GI;Girona;01--04--2020;107;103;0;0;4
GR;Granada;01--04--2020;64;62;2;0;0
GU;Guadalajara;01--04--2020;40;34;6;0;0
H;Huelva;01--04--2020;11;11;0;0;0
HU;Huesca;01--04--2020;19;19;0;0;0
J;Jaen;01--04--2020;52;50;2;0;0
L;Lleida;01--04--2020;48;48;0;0;0
LE;Leon;01--04--2020;37;32;5;0;0
LO;La Rioja;01--04--2020;109;107;1;0;1
LU;Lugo;01--04--2020;21;19;0;2;0
M;Madrid;01--04--2020;1392;1391;1;0;0
MA;Malaga;01--04--2020;52;51;1;0;0
ME;Melilla;01--04--2020;5;5;0;0;0
MU;Murcia;01--04--2020;23;19;4;0;0
NA;Navarra;01--04--2020;197;195;2;0;0
O;Asturias;01--04--2020;29;29;0;0;0
OR;Ourense;01--04--2020;38;38;0;0;0
P;Palencia;01--04--2020;27;26;1;0;0
PM;Islas Baleares;01--04--2020;83;81;2;0;0
PO;Pontevedra;01--04--2020;65;64;1;0;0
S;Cantabria;01--04--2020;72;72;0;0;0
SA;Salamanca;01--04--2020;92;91;1;0;0
SE;Sevilla;01--04--2020;62;59;3;0;0
SG;Segovia;01--04--2020;50;48;2;0;0
SO;Soria;01--04--2020;32;29;3;0;0
SS;Guipuzcoa;01--04--2020;64;64;0;0;0
T;Tarragona;01--04--2020;58;57;0;0;1
TE;Teruel;01--04--2020;22;22;0;0;0
TF;Santa Cruz de Tenerife;01--04--2020;51;50;0;0;1
TO;Toledo;01--04--2020;86;62;24;0;0
V;Valencia;01--04--2020;118;110;6;0;2
VA;Valladolid;01--04--2020;125;120;5;0;0
VI;Alava;01--04--2020;49;49;0;0;0
Z;Zaragoza;01--04--2020;118;118;0;0;0
ZA;Zamora;01--04--2020;24;21;3;0;0
A;Alicante;02--04--2020;48;46;1;0;1
AB;Albacete;02--04--2020;61;45;15;0;1
AL;Almeria;02--04--2020;15;14;1;0;0
AV;Avila;02--04--2020;47;47;0;0;0
B;Barcelona;02--04--2020;861;840;0;2;19
BA;Badajoz;02--04--2020;23;22;1;0;0
BI;Bizkaia;02--04--2020;149;147;0;0;2
BU;Burgos;02--04--2020;46;45;1;0;0
C;A Coruña;02--04--2020;93;92;0;1;0
CA;Cadiz;02--04--2020;21;21;0;0;0
CC;Caceres;02--04--2020;36;29;7;0;0
CE;Ceuta;02--04--2020;0;0;0;0;0
CO;Cordoba;02--04--2020;25;25;0;0;0
CR;Ciudad Real;02--04--2020;68;55;12;1;0
CS;Castellon;02--04--2020;48;48;0;0;0
CU;Cuenca;02--04--2020;31;22;9;0;0
GC;Las Palmas;02--04--2020;12;12;0;0;0
GI;Girona;02--04--2020;81;79;0;0;2
GR;Granada;02--04--2020;45;44;1;0;0
GU;Guadalajara;02--04--2020;24;22;2;0;0
H;Huelva;02--04--2020;8;8;0;0;0
HU;Huesca;02--04--2020;12;12;0;0;0
J;Jaen;02--04--2020;32;29;3;0;0
L;Lleida;02--04--2020;48;48;0;0;0
