provincia_iso,provincia,dia,mes,año,num_casos
A,Alicante,10,06,2020,0
AB,Albacete,10,06,2020,2
AL,Almeria,10,06,2020,1
AV,Avila,10,06,2020,1
B,Barcelona,10,06,2020,100
BA,Badajoz,10,06,2020,0
BI,Bizkaia,10,06,2020,10
BU,Burgos,10,06,2020,2
C,A Coruña,10,06,2020,0
CA,Cadiz,10,06,2020,1
CC,Caceres,10,06,2020,1
CE,Ceuta,10,06,2020,0
CO,Cordoba,10,06,2020,0
CR,Ciudad Real,10,06,2020,6
CS,Castellon,10,06,2020,0
CU,Cuenca,10,06,2020,1
GC,Las Palmas,10,06,2020,0
GI,Girona,10,06,2020,6
GR,Granada,10,06,2020,0
GU,Guadalajara,10,06,2020,5
H,Huelva,10,06,2020,0
HU,Huesca,10,06,2020,1
J,Jaen,10,06,2020,0
L,Lleida,10,06,2020,24
LE,Leon,10,06,2020,0
LO,La Rioja,10,06,2020,0
LU,Lugo,10,06,2020,0
M,Madrid,10,06,2020,115
MA,Malaga,10,06,2020,3
ME,Melilla,10,06,2020,0
MU,Murcia,10,06,2020,1
,Navarra,10,06,2020,4
O,Asturias,10,06,2020,0
OR,Ourense,10,06,2020,0
P,Palencia,10,06,2020,0
PM,Islas Baleares,10,06,2020,4
PO,Pontevedra,10,06,2020,0
S,Cantabria,10,06,2020,1
SA,Salamanca,10,06,2020,1
SE,Sevilla,10,06,2020,1
SG,Segovia,10,06,2020,3
SO,Soria,10,06,2020,8
SS,Guipuzcoa,10,06,2020,2
T,Tarragona,10,06,2020,1
TE,Teruel,10,06,2020,0
TF,Santa Cruz de Tenerife,10,06,2020,0
TO,Toledo,10,06,2020,10
V,Valencia,10,06,2020,3
VA,Valladolid,10,06,2020,1
VI,Alava,10,06,2020,0
Z,Zaragoza,10,06,2020,1
ZA,Zamora,10,06,2020,1
A,Alicante,11,06,2020,1
AB,Albacete,11,06,2020,0
AL,Almeria,11,06,2020,0
AV,Avila,11,06,2020,0
B,Barcelona,11,06,2020,87
BA,Badajoz,11,06,2020,0
BI,Bizkaia,11,06,2020,10
BU,Burgos,11,06,2020,0
C,A Coruña,11,06,2020,0
CA,Cadiz,11,06,2020,1
CC,Caceres,11,06,2020,0
CE,Ceuta,11,06,2020,0
CO,Cordoba,11,06,2020,0
CR,Ciudad Real,11,06,2020,4
CS,Castellon,11,06,2020,1
CU,Cuenca,11,06,2020,0
GC,Las Palmas,11,06,2020,2
GI,Girona,11,06,2020,8
GR,Granada,11,06,2020,1
GU,Guadalajara,11,06,2020,4
H,Huelva,11,06,2020,0
HU,Huesca,11,06,2020,2
J,Jaen,11,06,2020,0
L,Lleida,11,06,2020,18
LE,Leon,11,06,2020,2
LO,La Rioja,11,06,2020,1
LU,Lugo,11,06,2020,1
M,Madrid,11,06,2020,103
MA,Malaga,11,06,2020,2
ME,Melilla,11,06,2020,0
MU,Murcia,11,06,2020,0
,Navarra,11,06,2020,1
O,Asturias,11,06,2020,3
OR,Ourense,11,06,2020,0
P,Palencia,11,06,2020,2
PM,Islas Baleares,11,06,2020,4
PO,Pontevedra,11,06,2020,0
S,Cantabria,11,06,2020,4
SA,Salamanca,11,06,2020,2
SE,Sevilla,11,06,2020,0
SG,Segovia,11,06,2020,3
SO,Soria,11,06,2020,3
SS,Guipuzcoa,11,06,2020,1
T,Tarragona,11,06,2020,2
TE,Teruel,11,06,2020,0
TF,Santa Cruz de Tenerife,11,06,2020,0
TO,Toledo,11,06,2020,1
V,Valencia,11,06,2020,9
VA,Valladolid,11,06,2020,4
VI,Alava,11,06,2020,2
Z,Zaragoza,11,06,2020,3
ZA,Zamora,11,06,2020,1
A,Alicante,12,06,2020,3
AB,Albacete,12,06,2020,0
AL,Almeria,12,06,2020,0
AV,Avila,12,06,2020,3
B,Barcelona,12,06,2020,89
BA,Badajoz,12,06,2020,0
BI,Bizkaia,12,06,2020,9
BU,Burgos,12,06,2020,0
C,A Coruña,12,06,2020,1
CA,Cadiz,12,06,2020,1
CC,Caceres,12,06,2020,1
CE,Ceuta,12,06,2020,0
CO,Cordoba,12,06,2020,1
CR,Ciudad Real,12,06,2020,5
CS,Castellon,12,06,2020,1
CU,Cuenca,12,06,2020,1
GC,Las Palmas,12,06,2020,2
GI,Girona,12,06,2020,6
GR,Granada,12,06,2020,0
GU,Guadalajara,12,06,2020,3
H,Huelva,12,06,2020,0
HU,Huesca,12,06,2020,2
J,Jaen,12,06,2020,0
L,Lleida,12,06,2020,21
LE,Leon,12,06,2020,3
LO,La Rioja,12,06,2020,0
LU,Lugo,12,06,2020,1
M,Madrid,12,06,2020,124
MA,Malaga,12,06,2020,1
ME,Melilla,12,06,2020,0
MU,Murcia,12,06,2020,0
,Navarra,12,06,2020,1
O,Asturias,12,06,2020,0
OR,Ourense,12,06,2020,0
P,Palencia,12,06,2020,1
PM,Islas Baleares,12,06,2020,7
PO,Pontevedra,12,06,2020,1
S,Cantabria,12,06,2020,2
SA,Salamanca,12,06,2020,0
SE,Sevilla,12,06,2020,1
SG,Segovia,12,06,2020,3
SO,Soria,12,06,2020,4
SS,Guipuzcoa,12,06,2020,9
T,Tarragona,12,06,2020,0
TE,Teruel,12,06,2020,0
TF,Santa Cruz de Tenerife,12,06,2020,1
TO,Toledo,12,06,2020,9
V,Valencia,12,06,2020,7
VA,Valladolid,12,06,2020,4
VI,Alava,12,06,2020,2
Z,Zaragoza,12,06,2020,1
ZA,Zamora,12,06,2020,3
A,Alicante,13,06,2020,0
AB,Albacete,13,06,2020,0
AL,Almeria,13,06,2020,0
AV,Avila,13,06,2020,2
B,Barcelona,13,06,2020,23
BA,Badajoz,13,06,2020,1
BI,Bizkaia,13,06,2020,9
BU,Burgos,13,06,2020,1
C,A Coruña,13,06,2020,0
CA,Cadiz,13,06,2020,0
CC,Caceres,13,06,2020,0
CE,Ceuta,13,06,2020,0
CO,Cordoba,13,06,2020,0
CR,Ciudad Real,13,06,2020,2
CS,Castellon,13,06,2020,0
CU,Cuenca,13,06,2020,1
GC,Las Palmas,13,06,2020,0
GI,Girona,13,06,2020,1
GR,Granada,13,06,2020,1
GU,Guadalajara,13,06,2020,4
H,Huelva,13,06,2020,0
HU,Huesca,13,06,2020,2
J,Jaen,13,06,2020,2
L,Lleida,13,06,2020,18
LE,Leon,13,06,2020,1
LO,La Rioja,13,06,2020,2
LU,Lugo,13,06,2020,0
M,Madrid,13,06,2020,27
MA,Malaga,13,06,2020,1
ME,Melilla,13,06,2020,0
MU,Murcia,13,06,2020,1
,Navarra,13,06,2020,1
O,Asturias,13,06,2020,0
OR,Ourense,13,06,2020,0
P,Palencia,13,06,2020,1
PM,Islas Baleares,13,06,2020,2
PO,Pontevedra,13,06,2020,0
S,Cantabria,13,06,2020,1
SA,Salamanca,13,06,2020,0
SE,Sevilla,13,06,2020,0
SG,Segovia,13,06,2020,0
SO,Soria,13,06,2020,2
SS,Guipuzcoa,13,06,2020,2
T,Tarragona,13,06,2020,1
TE,Teruel,13,06,2020,0
TF,Santa Cruz de Tenerife,13,06,2020,2
TO,Toledo,13,06,2020,0
V,Valencia,13,06,2020,3
VA,Valladolid,13,06,2020,4
VI,Alava,13,06,2020,3
Z,Zaragoza,13,06,2020,2
ZA,Zamora,13,06,2020,0
A,Alicante,14,06,2020,0
AB,Albacete,14,06,2020,0
AL,Almeria,14,06,2020,1
AV,Avila,14,06,2020,0
B,Barcelona,14,06,2020,25
BA,Badajoz,14,06,2020,0
BI,Bizkaia,14,06,2020,7
BU,Burgos,14,06,2020,2
C,A Coruña,14,06,2020,0
CA,Cadiz,14,06,2020,0
CC,Caceres,14,06,2020,0
CE,Ceuta,14,06,2020,0
CO,Cordoba,14,06,2020,0
CR,Ciudad Real,14,06,2020,3
CS,Castellon,14,06,2020,0
CU,Cuenca,14,06,2020,0
GC,Las Palmas,14,06,2020,1
GI,Girona,14,06,2020,12
GR,Granada,14,06,2020,1
GU,Guadalajara,14,06,2020,1
H,Huelva,14,06,2020,0
HU,Huesca,14,06,2020,1
J,Jaen,14,06,2020,0
L,Lleida,14,06,2020,11
LE,Leon,14,06,2020,0
LO,La Rioja,14,06,2020,1
LU,Lugo,14,06,2020,0
M,Madrid,14,06,2020,47
MA,Malaga,14,06,2020,2
ME,Melilla,14,06,2020,0
MU,Murcia,14,06,2020,3
,Navarra,14,06,2020,2
O,Asturias,14,06,2020,0
OR,Ourense,14,06,2020,0
P,Palencia,14,06,2020,0
PM,Islas Baleares,14,06,2020,4
PO,Pontevedra,14,06,2020,1
S,Cantabria,14,06,2020,2
SA,Salamanca,14,06,2020,1
SE,Sevilla,14,06,2020,0
SG,Segovia,14,06,2020,0
SO,Soria,14,06,2020,0
SS,Guipuzcoa,14,06,2020,2
T,Tarragona,14,06,2020,3
TE,Teruel,14,06,2020,0
TF,Santa Cruz de Tenerife,14,06,2020,0
TO,Toledo,14,06,2020,7
V,Valencia,14,06,2020,1
VA,Valladolid,14,06,2020,3
VI,Alava,14,06,2020,2
Z,Zaragoza,14,06,2020,1
ZA,Zamora,14,06,2020,0
A,Alicante,15,06,2020,2
AB,Albacete,15,06,2020,0
AL,Almeria,15,06,2020,1
AV,Avila,15,06,2020,2
B,Barcelona,15,06,2020,56
BA,Badajoz,15,06,2020,3
BI,Bizkaia,15,06,2020,9
BU,Burgos,15,06,2020,0
C,A Coruña,15,06,2020,1
CA,Cadiz,15,06,2020,1
CC,Caceres,15,06,2020,2
CE,Ceuta,15,06,2020,0
CO,Cordoba,15,06,2020,0
CR,Ciudad Real,15,06,2020,5
CS,Castellon,15,06,2020,1
CU,Cuenca,15,06,2020,1
GC,Las Palmas,15,06,2020,0
GI,Girona,15,06,2020,5
GR,Granada,15,06,2020,2
GU,Guadalajara,15,06,2020,3
H,Huelva,15,06,2020,0
HU,Huesca,15,06,2020,5
J,Jaen,15,06,2020,0
L,Lleida,15,06,2020,30
LE,Leon,15,06,2020,3
LO,La Rioja,15,06,2020,0
LU,Lugo,15,06,2020,1
M,Madrid,15,06,2020,126
MA,Malaga,15,06,2020,1
ME,Melilla,15,06,2020,1
MU,Murcia,15,06,2020,2
,Navarra,15,06,2020,4
O,Asturias,15,06,2020,0
OR,Ourense,15,06,2020,0
P,Palencia,15,06,2020,3
PM,Islas Baleares,15,06,2020,3
PO,Pontevedra,15,06,2020,1
S,Cantabria,15,06,2020,1
SA,Salamanca,15,06,2020,0
SE,Sevilla,15,06,2020,2
SG,Segovia,15,06,2020,1
SO,Soria,15,06,2020,1
SS,Guipuzcoa,15,06,2020,3
T,Tarragona,15,06,2020,0
TE,Teruel,15,06,2020,1
TF,Santa Cruz de Tenerife,15,06,2020,1
TO,Toledo,15,06,2020,7
V,Valencia,15,06,2020,8
VA,Valladolid,15,06,2020,4
VI,Alava,15,06,2020,8
Z,Zaragoza,15,06,2020,0
ZA,Zamora,15,06,2020,0
A,Alicante,16,06,2020,1
AB,Albacete,16,06,2020,0
AL,Almeria,16,06,2020,1
AV,Avila,16,06,2020,2
B,Barcelona,16,06,2020,62
BA,Badajoz,16,06,2020,2
BI,Bizkaia,16,06,2020,6
BU,Burgos,16,06,2020,1
C,A Coruña,16,06,2020,0
CA,Cadiz,16,06,2020,0
CC,Caceres,16,06,2020,0
CE,Ceuta,16,06,2020,0
CO,Cordoba,16,06,2020,0
CR,Ciudad Real,16,06,2020,5
CS,Castellon,16,06,2020,0
CU,Cuenca,16,06,2020,2
GC,Las Palmas,16,06,2020,2
GI,Girona,16,06,2020,8
GR,Granada,16,06,2020,5
GU,Guadalajara,16,06,2020,1
H,Huelva,16,06,2020,0
HU,Huesca,16,06,2020,7
J,Jaen,16,06,2020,2
L,Lleida,16,06,2020,17
LE,Leon,16,06,2020,1
LO,La Rioja,16,06,2020,1
LU,Lugo,16,06,2020,0
M,Madrid,16,06,2020,55
MA,Malaga,16,06,2020,1
ME,Melilla,16,06,2020,0
MU,Murcia,16,06,2020,1
,Navarra,16,06,2020,12
O,Asturias,16,06,2020,1
OR,Ourense,16,06,2020,0
P,Palencia,16,06,2020,0
PM,Islas Baleares,16,06,2020,4
PO,Pontevedra,16,06,2020,1
S,Cantabria,16,06,2020,2
SA,Salamanca,16,06,2020,4
SE,Sevilla,16,06,2020,1
SG,Segovia,16,06,2020,3
SO,Soria,16,06,2020,0
SS,Guipuzcoa,16,06,2020,2
T,Tarragona,16,06,2020,1
TE,Teruel,16,06,2020,1
TF,Santa Cruz de Tenerife,16,06,2020,0
TO,Toledo,16,06,2020,13
V,Valencia,16,06,2020,9
VA,Valladolid,16,06,2020,31
VI,Alava,16,06,2020,4
Z,Zaragoza,16,06,2020,3
ZA,Zamora,16,06,2020,0
A,Alicante,17,06,2020,2
AB,Albacete,17,06,2020,1
AL,Almeria,17,06,2020,0
AV,Avila,17,06,2020,0
B,Barcelona,17,06,2020,64
BA,Badajoz,17,06,2020,0
BI,Bizkaia,17,06,2020,9
BU,Burgos,17,06,2020,1
C,A Coruña,17,06,2020,2
CA,Cadiz,17,06,2020,2
CC,Caceres,17,06,2020,7
CE,Ceuta,17,06,2020,0
CO,Cordoba,17,06,2020,0
CR,Ciudad Real,17,06,2020,7
CS,Castellon,17,06,2020,2
CU,Cuenca,17,06,2020,2
GC,Las Palmas,17,06,2020,14
GI,Girona,17,06,2020,3
GR,Granada,17,06,2020,6
GU,Guadalajara,17,06,2020,1
H,Huelva,17,06,2020,0
HU,Huesca,17,06,2020,4
J,Jaen,17,06,2020,0
L,Lleida,17,06,2020,34
LE,Leon,17,06,2020,2
LO,La Rioja,17,06,2020,0
LU,Lugo,17,06,2020,1
M,Madrid,17,06,2020,81
MA,Malaga,17,06,2020,2
ME,Melilla,17,06,2020,0
MU,Murcia,17,06,2020,2
,Navarra,17,06,2020,3
O,Asturias,17,06,2020,0
OR,Ourense,17,06,2020,0
P,Palencia,17,06,2020,4
PM,Islas Baleares,17,06,2020,4
PO,Pontevedra,17,06,2020,1
S,Cantabria,17,06,2020,3
SA,Salamanca,17,06,2020,0
SE,Sevilla,17,06,2020,0
SG,Segovia,17,06,2020,2
SO,Soria,17,06,2020,2
SS,Guipuzcoa,17,06,2020,3
T,Tarragona,17,06,2020,1
TE,Teruel,17,06,2020,0
TF,Santa Cruz de Tenerife,17,06,2020,0
TO,Toledo,17,06,2020,5
V,Valencia,17,06,2020,4
VA,Valladolid,17,06,2020,7
VI,Alava,17,06,2020,1
Z,Zaragoza,17,06,2020,2
ZA,Zamora,17,06,2020,0
A,Alicante,18,06,2020,2
AB,Albacete,18,06,2020,0
AL,Almeria,18,06,2020,1
AV,Avila,18,06,2020,0
B,Barcelona,18,06,2020,66
BA,Badajoz,18,06,2020,1
BI,Bizkaia,18,06,2020,10
BU,Burgos,18,06,2020,2
C,A Coruña,18,06,2020,2
CA,Cadiz,18,06,2020,13
CC,Caceres,18,06,2020,3
CE,Ceuta,18,06,2020,0
CO,Cordoba,18,06,2020,0
CR,Ciudad Real,18,06,2020,5
CS,Castellon,18,06,2020,2
CU,Cuenca,18,06,2020,1
GC,Las Palmas,18,06,2020,0
GI,Girona,18,06,2020,6
GR,Granada,18,06,2020,6
GU,Guadalajara,18,06,2020,3
H,Huelva,18,06,2020,1
HU,Huesca,18,06,2020,9
J,Jaen,18,06,2020,2
L,Lleida,18,06,2020,37
LE,Leon,18,06,2020,1
LO,La Rioja,18,06,2020,1
LU,Lugo,18,06,2020,0
M,Madrid,18,06,2020,70
MA,Malaga,18,06,2020,2
ME,Melilla,18,06,2020,0
MU,Murcia,18,06,2020,2
,Navarra,18,06,2020,6
O,Asturias,18,06,2020,0
OR,Ourense,18,06,2020,0
P,Palencia,18,06,2020,0
PM,Islas Baleares,18,06,2020,5
PO,Pontevedra,18,06,2020,0
S,Cantabria,18,06,2020,5
SA,Salamanca,18,06,2020,2
SE,Sevilla,18,06,2020,0
SG,Segovia,18,06,2020,0
SO,Soria,18,06,2020,1
SS,Guipuzcoa,18,06,2020,5
T,Tarragona,18,06,2020,1
TE,Teruel,18,06,2020,0
TF,Santa Cruz de Tenerife,18,06,2020,0
TO,Toledo,18,06,2020,3
V,Valencia,18,06,2020,4
VA,Valladolid,18,06,2020,5
VI,Alava,18,06,2020,3
Z,Zaragoza,18,06,2020,7
ZA,Zamora,18,06,2020,1
A,Alicante,19,06,2020,1
AB,Albacete,19,06,2020,0
AL,Almeria,19,06,2020,1
AV,Avila,19,06,2020,1
B,Barcelona,19,06,2020,62
BA,Badajoz,19,06,2020,0
BI,Bizkaia,19,06,2020,11
BU,Burgos,19,06,2020,1
C,A Coruña,19,06,2020,0
CA,Cadiz,19,06,2020,1
CC,Caceres,19,06,2020,2
CE,Ceuta,19,06,2020,0
CO,Cordoba,19,06,2020,1
CR,Ciudad Real,19,06,2020,6
CS,Castellon,19,06,2020,0
CU,Cuenca,19,06,2020,0
GC,Las Palmas,19,06,2020,0
GI,Girona,19,06,2020,1
GR,Granada,19,06,2020,7
GU,Guadalajara,19,06,2020,2
H,Huelva,19,06,2020,0
HU,Huesca,19,06,2020,16
J,Jaen,19,06,2020,0
L,Lleida,19,06,2020,35
LE,Leon,19,06,2020,0
LO,La Rioja,19,06,2020,0
LU,Lugo,19,06,2020,2
M,Madrid,19,06,2020,59
MA,Malaga,19,06,2020,1
ME,Melilla,19,06,2020,0
MU,Murcia,19,06,2020,3
,Navarra,19,06,2020,9
O,Asturias,19,06,2020,0
OR,Ourense,19,06,2020,0
P,Palencia,19,06,2020,0
PM,Islas Baleares,19,06,2020,8
PO,Pontevedra,19,06,2020,0
S,Cantabria,19,06,2020,0
SA,Salamanca,19,06,2020,3
SE,Sevilla,19,06,2020,0
SG,Segovia,19,06,2020,0
SO,Soria,19,06,2020,1
SS,Guipuzcoa,19,06,2020,3
T,Tarragona,19,06,2020,0
TE,Teruel,19,06,2020,1
TF,Santa Cruz de Tenerife,19,06,2020,1
TO,Toledo,19,06,2020,5
V,Valencia,19,06,2020,10
VA,Valladolid,19,06,2020,7
VI,Alava,19,06,2020,3
Z,Zaragoza,19,06,2020,5
ZA,Zamora,19,06,2020,1
A,Alicante,20,06,2020,0
AB,Albacete,20,06,2020,1
AL,Almeria,20,06,2020,0
AV,Avila,20,06,2020,3
B,Barcelona,20,06,2020,48
BA,Badajoz,20,06,2020,1
BI,Bizkaia,20,06,2020,1
BU,Burgos,20,06,2020,1
C,A Coruña,20,06,2020,0
CA,Cadiz,20,06,2020,1
CC,Caceres,20,06,2020,0
CE,Ceuta,20,06,2020,0
CO,Cordoba,20,06,2020,0
CR,Ciudad Real,20,06,2020,8
CS,Castellon,20,06,2020,1
CU,Cuenca,20,06,2020,1
GC,Las Palmas,20,06,2020,11
GI,Girona,20,06,2020,4
GR,Granada,20,06,2020,10
GU,Guadalajara,20,06,2020,2
H,Huelva,20,06,2020,0
HU,Huesca,20,06,2020,26
J,Jaen,20,06,2020,0
L,Lleida,20,06,2020,37
LE,Leon,20,06,2020,1
LO,La Rioja,20,06,2020,1
LU,Lugo,20,06,2020,0
M,Madrid,20,06,2020,39
MA,Malaga,20,06,2020,4
ME,Melilla,20,06,2020,0
MU,Murcia,20,06,2020,3
,Navarra,20,06,2020,4
O,Asturias,20,06,2020,0
OR,Ourense,20,06,2020,1
P,Palencia,20,06,2020,0
PM,Islas Baleares,20,06,2020,3
PO,Pontevedra,20,06,2020,1
S,Cantabria,20,06,2020,3
SA,Salamanca,20,06,2020,3
SE,Sevilla,20,06,2020,0
SG,Segovia,20,06,2020,2
SO,Soria,20,06,2020,4
SS,Guipuzcoa,20,06,2020,4
T,Tarragona,20,06,2020,1
TE,Teruel,20,06,2020,0
TF,Santa Cruz de Tenerife,20,06,2020,0
TO,Toledo,20,06,2020,3
V,Valencia,20,06,2020,3
VA,Valladolid,20,06,2020,3
VI,Alava,20,06,2020,6
Z,Zaragoza,20,06,2020,3
ZA,Zamora,20,06,2020,1
A,Alicante,21,06,2020,3
AB,Albacete,21,06,2020,0
AL,Almeria,21,06,2020,1
AV,Avila,21,06,2020,2
B,Barcelona,21,06,2020,36
BA,Badajoz,21,06,2020,1
BI,Bizkaia,21,06,2020,2
BU,Burgos,21,06,2020,0
C,A Coruña,21,06,2020,3
CA,Cadiz,21,06,2020,0
CC,Caceres,21,06,2020,4
CE,Ceuta,21,06,2020,0
CO,Cordoba,21,06,2020,0
CR,Ciudad Real,21,06,2020,5
CS,Castellon,21,06,2020,1
CU,Cuenca,21,06,2020,0
GC,Las Palmas,21,06,2020,2
GI,Girona,21,06,2020,8
GR,Granada,21,06,2020,3
GU,Guadalajara,21,06,2020,2
H,Huelva,21,06,2020,0
HU,Huesca,21,06,2020,27
J,Jaen,21,06,2020,2
L,Lleida,21,06,2020,36
LE,Leon,21,06,2020,0
LO,La Rioja,21,06,2020,0
LU,Lugo,21,06,2020,3
M,Madrid,21,06,2020,29
MA,Malaga,21,06,2020,4
ME,Melilla,21,06,2020,2
MU,Murcia,21,06,2020,5
,Navarra,21,06,2020,15
O,Asturias,21,06,2020,0
OR,Ourense,21,06,2020,0
P,Palencia,21,06,2020,1
PM,Islas Baleares,21,06,2020,2
PO,Pontevedra,21,06,2020,0
S,Cantabria,21,06,2020,2
SA,Salamanca,21,06,2020,0
SE,Sevilla,21,06,2020,0
SG,Segovia,21,06,2020,0
SO,Soria,21,06,2020,0
SS,Guipuzcoa,21,06,2020,3
T,Tarragona,21,06,2020,0
TE,Teruel,21,06,2020,1
TF,Santa Cruz de Tenerife,21,06,2020,0
TO,Toledo,21,06,2020,1
V,Valencia,21,06,2020,6
VA,Valladolid,21,06,2020,3
VI,Alava,21,06,2020,5
Z,Zaragoza,21,06,2020,10
ZA,Zamora,21,06,2020,0
A,Alicante,22,06,2020,1
AB,Albacete,22,06,2020,0
AL,Almeria,22,06,2020,1
AV,Avila,22,06,2020,2
B,Barcelona,22,06,2020,67
BA,Badajoz,22,06,2020,0
BI,Bizkaia,22,06,2020,3
BU,Burgos,22,06,2020,0
C,A Coruña,22,06,2020,0
CA,Cadiz,22,06,2020,1
CC,Caceres,22,06,2020,1
CE,Ceuta,22,06,2020,0
CO,Cordoba,22,06,2020,0
CR,Ciudad Real,22,06,2020,7
CS,Castellon,22,06,2020,3
CU,Cuenca,22,06,2020,1
GC,Las Palmas,22,06,2020,0
GI,Girona,22,06,2020,6
GR,Granada,22,06,2020,5
GU,Guadalajara,22,06,2020,5
H,Huelva,22,06,2020,1
HU,Huesca,22,06,2020,35
J,Jaen,22,06,2020,1
L,Lleida,22,06,2020,51
LE,Leon,22,06,2020,1
LO,La Rioja,22,06,2020,0
LU,Lugo,22,06,2020,0
M,Madrid,22,06,2020,38
MA,Malaga,22,06,2020,6
ME,Melilla,22,06,2020,0
MU,Murcia,22,06,2020,4
,Navarra,22,06,2020,18
O,Asturias,22,06,2020,0
OR,Ourense,22,06,2020,0
P,Palencia,22,06,2020,0
PM,Islas Baleares,22,06,2020,1
PO,Pontevedra,22,06,2020,0
S,Cantabria,22,06,2020,1
SA,Salamanca,22,06,2020,3
SE,Sevilla,22,06,2020,1
SG,Segovia,22,06,2020,3
SO,Soria,22,06,2020,1
SS,Guipuzcoa,22,06,2020,5
T,Tarragona,22,06,2020,0
TE,Teruel,22,06,2020,0
TF,Santa Cruz de Tenerife,22,06,2020,0
TO,Toledo,22,06,2020,3
V,Valencia,22,06,2020,3
VA,Valladolid,22,06,2020,3
VI,Alava,22,06,2020,3
Z,Zaragoza,22,06,2020,11
ZA,Zamora,22,06,2020,1
A,Alicante,23,06,2020,1
AB,Albacete,23,06,2020,0
AL,Almeria,23,06,2020,1
AV,Avila,23,06,2020,4
B,Barcelona,23,06,2020,88
BA,Badajoz,23,06,2020,1
BI,Bizkaia,23,06,2020,5
BU,Burgos,23,06,2020,1
C,A Coruña,23,06,2020,1
CA,Cadiz,23,06,2020,1
CC,Caceres,23,06,2020,4
CE,Ceuta,23,06,2020,0
CO,Cordoba,23,06,2020,0
CR,Ciudad Real,23,06,2020,13
CS,Castellon,23,06,2020,3
CU,Cuenca,23,06,2020,1
GC,Las Palmas,23,06,2020,6
GI,Girona,23,06,2020,3
GR,Granada,23,06,2020,3
GU,Guadalajara,23,06,2020,5
H,Huelva,23,06,2020,0
HU,Huesca,23,06,2020,18
J,Jaen,23,06,2020,0
L,Lleida,23,06,2020,42
LE,Leon,23,06,2020,1
LO,La Rioja,23,06,2020,1
LU,Lugo,23,06,2020,4
M,Madrid,23,06,2020,45
MA,Malaga,23,06,2020,8
ME,Melilla,23,06,2020,0
MU,Murcia,23,06,2020,5
,Navarra,23,06,2020,8
O,Asturias,23,06,2020,0
OR,Ourense,23,06,2020,0
P,Palencia,23,06,2020,2
PM,Islas Baleares,23,06,2020,5
PO,Pontevedra,23,06,2020,1
S,Cantabria,23,06,2020,2
SA,Salamanca,23,06,2020,3
SE,Sevilla,23,06,2020,0
SG,Segovia,23,06,2020,7
SO,Soria,23,06,2020,4
SS,Guipuzcoa,23,06,2020,5
T,Tarragona,23,06,2020,1
TE,Teruel,23,06,2020,1
TF,Santa Cruz de Tenerife,23,06,2020,0
TO,Toledo,23,06,2020,5
V,Valencia,23,06,2020,8
VA,Valladolid,23,06,2020,3
VI,Alava,23,06,2020,3
Z,Zaragoza,23,06,2020,8
ZA,Zamora,23,06,2020,3
A,Alicante,24,06,2020,1
AB,Albacete,24,06,2020,0
AL,Almeria,24,06,2020,2
AV,Avila,24,06,2020,1
B,Barcelona,24,06,2020,39
BA,Badajoz,24,06,2020,1
BI,Bizkaia,24,06,2020,5
BU,Burgos,24,06,2020,1
C,A Coruña,24,06,2020,0
CA,Cadiz,24,06,2020,2
CC,Caceres,24,06,2020,0
CE,Ceuta,24,06,2020,0
CO,Cordoba,24,06,2020,0
CR,Ciudad Real,24,06,2020,12
CS,Castellon,24,06,2020,2
CU,Cuenca,24,06,2020,2
GC,Las Palmas,24,06,2020,1
GI,Girona,24,06,2020,3
GR,Granada,24,06,2020,12
GU,Guadalajara,24,06,2020,2
H,Huelva,24,06,2020,9
HU,Huesca,24,06,2020,43
J,Jaen,24,06,2020,5
L,Lleida,24,06,2020,57
LE,Leon,24,06,2020,0
LO,La Rioja,24,06,2020,1
LU,Lugo,24,06,2020,4
M,Madrid,24,06,2020,45
MA,Malaga,24,06,2020,65
ME,Melilla,24,06,2020,0
MU,Murcia,24,06,2020,7
,Navarra,24,06,2020,11
O,Asturias,24,06,2020,0
OR,Ourense,24,06,2020,0
P,Palencia,24,06,2020,1
PM,Islas Baleares,24,06,2020,3
PO,Pontevedra,24,06,2020,0
S,Cantabria,24,06,2020,2
SA,Salamanca,24,06,2020,1
SE,Sevilla,24,06,2020,1
SG,Segovia,24,06,2020,4
SO,Soria,24,06,2020,3
SS,Guipuzcoa,24,06,2020,10
T,Tarragona,24,06,2020,1
TE,Teruel,24,06,2020,2
TF,Santa Cruz de Tenerife,24,06,2020,0
TO,Toledo,24,06,2020,6
V,Valencia,24,06,2020,3
VA,Valladolid,24,06,2020,3
VI,Alava,24,06,2020,5
Z,Zaragoza,24,06,2020,13
ZA,Zamora,24,06,2020,0
A,Alicante,25,06,2020,2
AB,Albacete,25,06,2020,2
AL,Almeria,25,06,2020,5
AV,Avila,25,06,2020,1
B,Barcelona,25,06,2020,83
BA,Badajoz,25,06,2020,0
BI,Bizkaia,25,06,2020,2
BU,Burgos,25,06,2020,3
C,A Coruña,25,06,2020,1
CA,Cadiz,25,06,2020,0
CC,Caceres,25,06,2020,4
CE,Ceuta,25,06,2020,0
CO,Cordoba,25,06,2020,0
CR,Ciudad Real,25,06,2020,11
CS,Castellon,25,06,2020,2
CU,Cuenca,25,06,2020,1
GC,Las Palmas,25,06,2020,0
GI,Girona,25,06,2020,3
GR,Granada,25,06,2020,11
GU,Guadalajara,25,06,2020,2
H,Huelva,25,06,2020,0
